"","APMC","Commodity","Year","V1"
"1334","Ratanagari","Cucumber",2016,0.301214319669031
"1335","Jamkhed","Onion",2016,0.301139851199795
"1336","Karad","Green Chilli",2015,0.301114872191087
"1337","Manchar","Onion",2016,0.301044110520964
"1338","Manchar","Pavtta",2015,0.300970783661189
"1339","Ratanagari","Carrot",2016,0.300970087495268
"1340","Aurangabad","Capsicum",2015,0.300847464607966
"1341","Phaltan","Brinjal",2016,0.300704177029997
"1342","Pune-Pimpri","Cucumber",2014,0.300590363748321
"1343","Nashik","Ladies Finger",2016,0.300541046156044
"1344","Sinner","Pigeon Pea (Tur)",2015,0.300505567252159
"1345","Kamthi","Zendu",2016,0.300479555977655
"1346","Kalmeshwar","Brinjal",2015,0.300410177041169
"1347","Kamthi","Carrot",2015,0.300073251088582
"1348","Vadgaon Peth","Tomato",2015,0.300018251250192
"1349","Indapur-Bhigwan","Cowpea",2016,0.299981374889755
"1350","Amarawati","Beet Root",2015,0.299772699221801
"1351","Ahmednagar","Maize(Corn.)",2015,0.2996844851964
"1352","Mumbai","Ridge Gourd",2014,0.299672557097776
"1353","Amarawati-Fruit And Vegetables","Bitter Gourd",2016,0.299665384583712
"1354","Kalmeshwar","Green Chilli",2014,0.299435987545457
"1355","Kalyan","Carrot",2016,0.299355188002743
"1356","Khed (Shel Pimpalgaon)","Cabbage",2015,0.299310217305517
"1357","Khamgaon","Lemon",2015,0.299190375214963
"1358","Mangalwedha","Bitter Gourd",2015,0.299073783099179
"1359","Shrirampur","Lemon",2016,0.299070157830924
"1360","Barshi","Onion",2015,0.298859045338508
"1361","Ratanagari","Cluster Bean",2015,0.298805224058151
"1362","Lasur Station","Onion",2016,0.298721584770293
"1363","Pandharpur","Tomato",2014,0.29863043063524
"1364","Vaduj","Ghevda Seed",2014,0.298570426607892
"1365","Rahata","Green Chilli",2015,0.298442703362277
"1366","Nashik","Tomato",2015,0.298400492832591
"1367","Ulhasnagar","Potato",2016,0.298303323073758
"1368","Barshi-Vairag","Black Gram",2015,0.297981865503527
"1369","Rahata","Melon",2016,0.297909394495059
"1370","Barshi","Spinach",2015,0.297835063593618
"1371","Kamthi","Methi (Bhaji)",2016,0.297771545514097
"1372","Sangali","Pigeon Pea (Tur)",2015,0.297670388925838
"1373","Sangli-Phale Bhajipalam","Orange",2016,0.297484616241353
"1374","Rahata","Green Peas (Dry)",2016,0.297477832090251
"1375","Mangalwedha","Ridge Gourd",2014,0.297028843923091
"1376","Rahata","Ladies Finger",2014,0.296951731756314
"1377","Ratanagari","Brinjal",2014,0.296944395930429
"1378","Tuljapur","Wheat(Husked)",2015,0.296877724274239
"1379","Kalyan","Mosambi",2016,0.296732376657055
"1380","Devala","Onion",2015,0.296684957232094
"1381","Wardha","Black Gram",2016,0.296482042295626
"1382","Chandrapur-Ganjwad","Squash Gourd",2016,0.296403036882213
"1383","Kamthi","Brinjal",2015,0.296387853124805
"1384","Ratanagari","Sweet Potato",2016,0.296321516727079
"1385","Ghoti","Cabbage",2014,0.296308929998439
"1386","Nagpur","Chavli (Pala)",2016,0.296277730123956
"1387","Ahmednagar","Brinjal",2016,0.295958818557172
"1388","Nashik","Flower",2014,0.295649778631024
"1389","Pune-Pimpri","Chavli (Shenga )",2016,0.295423593375847
"1390","Nagpur","Ladies Finger",2014,0.295376374550156
"1391","Kolhapur","Cluster Bean",2016,0.295370166599681
"1392","Karad","Pavata",2016,0.295307964575383
"1393","Kamthi","Cabbage",2015,0.295183963856342
"1394","Aurangabad","Onion",2016,0.294791406380698
"1395","Nagpur","Coriander",2014,0.29478254580503
"1396","Akluj","Bitter Gourd",2014,0.294736896231141
"1397","Nandurbar","Chillies(Red)",2014,0.294630381940883
"1398","Satara","Tomato",2014,0.294623104653163
"1399","Nandurbar","Cowpea",2016,0.294364194568999
"1400","Newasa-Ghodegaon","Onion",2016,0.294360375936977
"1401","Kada","Onion",2015,0.29432240670107
"1402","Chandvad","Cucumber",2016,0.294256320352011
"1403","Mangalwedha","Pigeon Pea (Tur)",2015,0.294205357100389
"1404","Aurangabad","Garlic",2016,0.294173461277913
"1405","Dhule","Horse Gram",2014,0.29402187548948
"1406","Mangalwedha","Brinjal",2015,0.29389055441932
"1407","Kamthi","Carrot",2016,0.293823825895257
"1408","Amarawati","Lemon",2015,0.293798520650797
"1409","Ghoti","Tomato",2016,0.293793848518934
"1410","Satara","Shevga",2015,0.293717213478653
"1411","Amarawati","Bitter Gourd",2016,0.293567599864792
"1412","Pandharpur","Math (Bhaji)",2014,0.293561424567742
"1413","Mangrulpeer","Black Gram",2015,0.293527080352776
"1414","Rahata","Walvad",2016,0.293516017392539
"1415","Nagpur","Cucumber",2016,0.29340574561608
"1416","Kada","Pigeon Pea (Tur)",2015,0.293403439053519
"1417","Amarawati","Garlic",2016,0.293226518905793
"1418","Karanja","Sesamum",2015,0.293123313031413
"1419","Barshi","Lemon",2014,0.293003796534628
"1420","Jalgaon","Wal Papdi",2016,0.292997937903804
"1421","Pune-Moshi","Cluster Bean",2016,0.292352256400319
"1422","Aurangabad","Jambhul",2015,0.29229567911845
"1423","Chandur Bajar","Black Gram",2016,0.292121174296927
"1424","Navapur","Other Vegetables",2016,0.292082764713298
"1425","Pune-Manjri","Flower",2015,0.292068859030532
"1426","Solapur","Cucumber",2016,0.292041919351363
"1427","Pune","Onion",2016,0.291967361761385
"1428","Kolhapur","Ladies Finger",2016,0.291944076259776
"1429","Pune","Ghevda",2016,0.291838342076352
"1430","Rahata","Onion",2015,0.291626022554562
"1431","Indapur-Bhigwan","Horse Gram",2015,0.291589255324944
"1432","Ratanagari","Tomato",2014,0.291333434593079
"1433","Kamthi","Spinach",2014,0.291330556361791
"1434","Chandrapur-Ganjwad","Wal Bhaji",2015,0.291221661610992
"1435","Chalisgaon","Green Chilli",2016,0.291027871356521
"1436","Vai","Ridge Gourd",2016,0.290711293034234
"1437","Manchar","French Bean",2015,0.290677042601712
"1438","Nandgaon","Green Gram",2015,0.290493741588461
"1439","Rahata","Garlic",2016,0.290346685390729
"1440","Satara","Bitter Gourd",2015,0.290345983463851
"1441","Shahada","Pigeon Pea (Tur)",2015,0.290324155022795
"1442","Beed","Green Gram",2016,0.290268326094045
"1443","Pune-Pimpri","Tomato",2014,0.290221216297001
"1444","Manchar","Shevga",2015,0.290199892856907
"1445","Ratanagari","Brinjal",2016,0.290188221357816
"1446","Mandhal","Green Peas (Dry)",2015,0.290085985553306
"1447","Ambad(Vadi Godri)","Maize",2016,0.290079094178866
"1448","Karad","Banana",2015,0.290064419681481
"1449","Pandharpur","Banana",2015,0.289771377781273
"1450","Patan","Pavtta",2016,0.289702722461324
"1451","Jalgaon","Onion",2016,0.289685839087704
"1452","Dudhani","Black Gram",2015,0.289571273810788
"1453","Dindori-Vani","Onion",2015,0.289558753356559
"1454","Aurangabad","Cucumber",2015,0.289387373214416
"1455","Rahata","Ladies Finger",2015,0.289277834745757
"1456","Mumbai","Sweet Potato",2014,0.289241105245934
"1457","Amarawati-Fruit And Vegetables","Garlic",2016,0.289240544452215
"1458","Mumbai","Cardamom",2016,0.289223872917773
"1459","Rahuri","Bor",2015,0.289219198746189
"1460","Hingoli","Sesamum",2015,0.289145139672187
"1461","Indapur","Black Gram",2016,0.28914114796189
"1462","Kamthi","Cucumber",2016,0.289122150280595
"1463","Ramtek","Squash Gourd",2015,0.289118145081029
"1464","Pune-Manjri","Walvad",2015,0.289089378180083
"1465","Karad","Shevga",2015,0.289072692241397
"1466","Shrirampur","Green Chilli",2015,0.28899343045546
"1467","Barshi","Kanda Pat",2015,0.288935844017332
"1468","Rahata","Coriander",2015,0.288675134594813
"1469","Barshi","Bor",2015,0.288593597962283
"1470","Indapur-Bhigwan","Pigeon Pea (Tur)",2015,0.288581695137587
"1471","Shrirampur","Onion",2015,0.288541469064961
"1472","Yeola","Onion",2015,0.288535505788037
"1473","Shrirampur","Papai",2015,0.288526892518007
"1474","Pune","Pavtta",2016,0.288415985603844
"1475","Jalgaon","Lemon",2014,0.288315391141739
"1476","Kolhapur","Green-Peas",2015,0.288312540073012
"1477","Murbad","Brinjal",2014,0.288285248259307
"1478","Pune-Manjri","Onion",2014,0.288205716543519
"1479","Ahmednagar","Mango(Raw)",2016,0.288140352944952
"1480","Kalyan","Ridge Gourd",2016,0.288113938352111
"1481","Pune-Manjri","Custard Apple",2014,0.287795920694064
"1482","Vadgaon Peth","Cucumber",2016,0.287646022808134
"1483","Mumbai","Bottle Gourd",2016,0.287621161438204
"1484","Ramtek","Bitter Gourd",2016,0.287532040376721
"1485","Pandharpur","Pomegranate",2016,0.287439500669187
"1486","Vai","Flower",2016,0.287329709468626
"1487","Ramtek","Orange",2016,0.287246491437423
"1488","Kalyan","Shevga",2015,0.286855301885134
"1489","Nandurbar","Shepa",2015,0.286855294077389
"1490","Nashik","Wal Papdi",2015,0.286825143652207
"1491","Navapur","Pigen-Pea (Bhaji)",2016,0.286630957086142
"1492","Satana","Matki",2016,0.286498209950608
"1493","Rahata","Sweet Potato",2016,0.286418825051207
"1494","Nagpur","Chikoo",2015,0.286408766353987
"1495","Mumbai","Ridge Gourd",2015,0.286345576918525
"1496","Jalgaon","Methi (Bhaji)",2014,0.286334339731344
"1497","Rahata","Brinjal",2016,0.286269308563344
"1498","Vadgaon Peth","Ghevda",2015,0.286260411002154
"1499","Barshi-Vairag","Black Gram",2016,0.28624837144936
"1500","Kolhapur-Laxmipuri","Split Gram",2016,0.2860102636835
"1501","Raver","Pigeon Pea (Tur)",2014,0.285979117110099
"1502","Rahata","Ginger (Fresh)",2016,0.285971844850477
"1503","Pune","Tomato",2015,0.285847079336765
"1504","Lonand","Onion",2016,0.285694568952343
"1505","Osmanabad","Kharbuj",2016,0.2856895391686
"1506","Kamthi","Small Gourd",2014,0.285351905213758
"1507","Satara","Cluster Bean",2014,0.285351584668146
"1508","Pune-Manjri","Bottle Gourd",2015,0.285323942459056
"1509","Jalgaon","Black Gram",2015,0.285266034642594
"1510","Patur","Gram",2014,0.284896017102384
"1511","Pandharpur","Onion",2014,0.284854531582956
"1512","Pune-Moshi","Ladies Finger",2016,0.284743971381994
"1513","Ratanagari","Cluster Bean",2016,0.284637463974667
"1514","Amarawati","Mosambi",2015,0.284626779101464
"1515","Phaltan","Onion",2016,0.284612224951211
"1516","Solapur","Cluster Bean",2016,0.284483083854266
"1517","Aurangabad","Banana",2015,0.284480274079293
"1518","Dhule","Chillies(Red)",2016,0.284467691079882
"1519","Chandrapur","Jambhul",2015,0.284428881140039
"1520","Nashik","Bottle Gourd",2014,0.284238464541156
"1521","Ratanagari","Capsicum",2016,0.284184327167966
"1522","Ghoti","Brinjal",2016,0.284116585099364
"1523","Akluj","Carrot",2016,0.283982912822599
"1524","Jamkhed","Pigeon Pea (Tur)",2015,0.283905935582434
"1525","Barshi","Grapes",2015,0.283804273112214
"1526","Indapur","Gram",2016,0.28379106807716
"1527","Raver","Black Gram",2015,0.283774642088767
"1528","Amarawati-Fruit And Vegetables","Apple",2016,0.283398273253126
"1529","Kamthi","Coriander",2014,0.283360714390473
"1530","Chandrapur-Ganjwad","Brinjal",2014,0.283281807649332
"1531","Osmanabad","Lemon",2016,0.283198383716572
"1532","Parshiwani","Other Vegetables",2016,0.283116384692066
"1533","Kolhapur","Bitter Gourd",2015,0.283094139621079
"1534","Solapur","Capsicum",2015,0.283068817124546
"1535","Chakur","Gram",2016,0.283043330415394
"1536","Kalyan","Brinjal",2016,0.282996742833482
"1537","Sangola","Pomegranate",2016,0.282917996279315
"1538","Aurangabad","Cluster Bean",2014,0.282892190325168
"1539","Amarawati","Mango(Raw)",2016,0.282842712474619
"1540","Dhule","Cucumber",2016,0.282842712474619
"1541","Ramtek","Tomato",2014,0.282842712474619
"1542","Indapur-Bhigwan","Cowpea",2014,0.282842712474619
"1543","Pune-Pimpri","Pavata",2015,0.282842712474619
"1544","Patan","Squash Gourd",2016,0.282842712474619
"1545","Barshi","Matki",2015,0.282842712474619
"1546","Kalyan","Green-Peas",2014,0.282842712474619
"1547","Kalyan","Bottle Gourd",2014,0.282842712474619
"1548","Nagpur","Math (Bhaji)",2014,0.282664265969312
"1549","Mumbai","French Bean",2016,0.282491866225521
"1550","Manchar","Potato",2015,0.282457105504647
"1551","Amarawati","Cucumber",2015,0.282410523515598
"1552","Katol","Orange",2016,0.282369181527031
"1553","Pune-Manjri","Chavli (Pala)",2016,0.282090566144985
"1554","Kamthi","Jambhul",2015,0.282010975036723
"1555","Mumbai","Onion",2015,0.281992080987894
"1556","Pune","Snake Gourd",2016,0.281791813840625
"1557","Shrirampur","Onion",2016,0.281732690236423
"1558","Ramtek","Ladies Finger",2016,0.281659543507038
"1559","Mangalwedha","Cucumber",2015,0.281549652399363
"1560","Kurdwadi","Green Gram",2016,0.281175215306992
"1561","Pune","Pavtta",2014,0.281159368217463
"1562","Karad","Onion",2016,0.281088867969691
"1563","Karad","Flower",2014,0.280810920318851
"1564","Chandvad","Onion",2015,0.280781627657121
"1565","Kalmeshwar","Cucumber",2014,0.280767225795229
"1566","Kurdwadi-Modnimb","Onion",2015,0.280748157061482
"1567","Yawal","Banana",2016,0.280544675889433
"1568","Aurangabad","Brinjal",2015,0.280472039240949
"1569","Aurangabad","Bor",2014,0.280409013845842
"1570","Vadgaon Peth","Flower",2016,0.280388389296728
"1571","Nagpur","Onion",2016,0.280386356537301
"1572","Chandrapur-Ganjwad","Garlic",2016,0.280307644522197
"1573","Kamthi","Tomato",2014,0.280263679156069
"1574","Pimpalgaon (B)-Saykheda","Onion",2016,0.280248103547402
"1575","Ratanagari","Cluster Bean",2014,0.279979895683154
"1576","Bhivandi","Onion",2016,0.279856522720613
"1577","Pune","Walvad",2016,0.279854027305042
"1578","Pandharpur","Cucumber",2015,0.279545081602909
"1579","Kolhapur-Malkapur","Squash Gourd",2016,0.279540651936701
"1580","Aurangabad","Fig",2016,0.27944677892464
"1581","Indapur","Cowpea",2016,0.279101910138129
"1582","Jalgaon","Mango(Raw)",2015,0.278782063286687
"1583","Pusad","Black Gram",2016,0.278500926962615
"1584","Mumbai","Carrot",2016,0.278446540528907
"1585","Pune-Pimpri","Beet Root",2015,0.278319626601015
"1586","Rahata","Mango(Raw)",2016,0.278314761895154
"1587","Vai","Pavata",2015,0.278275983771807
"1588","Shrirampur","Bor",2014,0.277949239940456
"1589","Amarawati","Pumpkin",2015,0.277926176509599
"1590","Kolhapur","Pineapple",2016,0.277829173574286
"1591","Rahata","Tomato",2015,0.277700503638395
"1592","Kamthi","Methi (Bhaji)",2014,0.277606659187224
"1593","Nandura","Black Gram",2015,0.2775478321801
"1594","Kalyan","Small Gourd",2016,0.277289999657351
"1595","Pune","Ladies Finger",2015,0.277256071174061
"1596","Osmanabad","Tomato",2015,0.277253414449371
"1597","Vadgaon Peth","Pavtta",2014,0.277162370093826
"1598","Ahmednagar","Cluster Bean",2016,0.276954804375927
"1599","Palam","Pigeon Pea (Tur)",2015,0.276952996394271
"1600","Vadgaon Peth","Capsicum",2016,0.276890014830403
"1601","Panvel","Brinjal",2016,0.276816654538065
"1602","Manchar","Cabbage",2015,0.276704095353712
"1603","Vaijapur","Pigeon Pea (Tur)",2015,0.276605264723677
"1604","Rahata","Bitter Gourd",2015,0.276489224754739
"1605","Pimpalgaon Basawant","Onion",2015,0.276484816693513
"1606","Manmad","Tomato",2016,0.276432679330718
"1607","Solapur","Cabbage",2015,0.276279452492835
"1608","Akole","Onion",2015,0.276250624686402
"1609","Solapur","Banana",2015,0.276240167855388
"1610","Solapur","Mosambi",2015,0.276182552130283
"1611","Dhule","Black Gram",2015,0.276180639033571
"1612","Mumbai","Cardamom",2015,0.276131883937833
"1613","Mumbai","Cucumber",2014,0.276071773728474
"1614","Jamkhed","Onion",2015,0.27603702173156
"1615","Kopargaon","Onion",2015,0.275922895832231
"1616","Udgir","Pigeon Pea (Tur)",2015,0.275880210903102
"1617","Karad","Lemon",2016,0.275848818501593
"1618","Satara","Brinjal",2016,0.27558901837233
"1619","Mumbai","Small Gourd",2014,0.2755759531133
"1620","Satara","Ladies Finger",2016,0.275470167461169
"1621","Shahapur","Shevga",2015,0.275352171862567
"1622","Rahata","Brinjal",2015,0.27511941031638
"1623","Shahapur","Bitter Gourd",2014,0.27494638244107
"1624","Kamthi","Orange",2014,0.274883445610167
"1625","Rahata","Onion",2016,0.274860539991239
"1626","Nashik","Flower",2016,0.274794696670628
"1627","Solapur","Ridge Gourd",2015,0.274777956630468
"1628","Vadgaon Peth","Flower",2015,0.274766522181474
"1629","Aarni","Pigeon Pea (Tur)",2015,0.274757178362256
"1630","Kamthi","Kanda Pat",2015,0.274505403636047
"1631","Karad","Orange",2015,0.274481867652783
"1632","Chandrapur-Ganjwad","Ladies Finger",2016,0.274365617169149
"1633","Ghoti","Brinjal",2014,0.274277534240764
"1634","Nashik","Cucumber",2015,0.274101426508675
"1635","Kamthi","Cucumber",2014,0.274056284121402
"1636","Indapur","Onion",2016,0.273804942684694
"1637","Aheri","Rice(Paddy-Hus)",2016,0.273671107882135
"1638","Mumbai","Snake Gourd",2015,0.273566050363762
"1639","Dudhani","Pigeon Pea (Tur)",2015,0.273456846602102
"1640","Jalgaon","Pigeon Pea (Tur)",2015,0.273437084007024
"1641","Pune","Ghevda",2015,0.273360767592636
"1642","Mumbai","Flower",2016,0.273354320766054
"1643","Kalyan","Elephant Root",2015,0.273128543805623
"1644","Solapur","Cluster Bean",2014,0.273055668495471
"1645","Pune","Capsicum",2014,0.273013770512635
"1646","Satara","Brinjal",2014,0.272996519715408
"1647","Ghoti","Ladies Finger",2016,0.272853334074694
"1648","Murtizapur","Black Gram",2015,0.272735944283805
"1649","Telhara","Black Gram",2015,0.272686910594269
"1650","Mumbai","Spilt Pigeon Pea",2015,0.272609798481129
"1651","Pune","Cabbage",2016,0.272605225053894
"1652","Washim","Black Gram",2015,0.272580255238763
"1653","Sangrampur-Varvatbakal","Gram",2016,0.272483450234941
"1654","Satara","Capsicum",2015,0.272474608745613
"1655","Shirpur","Onion",2016,0.272363083095567
"1656","Pune","Brinjal",2016,0.271999920675501
"1657","Kalyan","Brinjal",2015,0.27189774831426
"1658","Jalgaon","Bitter Gourd",2016,0.271893209443105
"1659","Shrirampur","Flower",2015,0.271688874534092
"1660","Kalyan","Papai",2014,0.271414724091806
"1661","Sinner","Rice(Paddy-Hus)",2015,0.271406621813555
"1662","Devala","Pigeon Pea (Tur)",2015,0.271390344455209
"1663","Osmanabad","Ladies Finger",2015,0.271252696872495
"1664","Kalmeshwar","Orange",2015,0.271118662216604
"1665","Kolhapur","Snake Gourd",2016,0.271101593945944
"1666","Dondaicha-Sindkheda","Gram",2016,0.271035721148236
"1667","Nagpur","Ginger (Fresh)",2016,0.270958755640237
"1668","Jalgaon","Squash Gourd",2015,0.270747632168697
"1669","Amarawati-Fruit And Vegetables","Flower",2016,0.270665529968015
"1670","Osmanabad","Onion",2015,0.270629367435402
"1671","Kolhapur","Wood Apple",2015,0.270628346888667
"1672","Aurangabad","Sweet Potato",2014,0.27054902772355
"1673","Ghoti","Cabbage",2016,0.270473805809636
"1674","Ahmednagar","Onion",2016,0.270432443101046
"1675","Amarawati","Pumpkin",2016,0.270341697970681
"1676","Koregaon","Onion",2015,0.270312587547926
"1677","Pune","Dhemse",2015,0.270297748663717
"1678","Nagpur","Ladies Finger",2016,0.270264263824021
"1679","Solapur","Guava",2015,0.269997858602904
"1680","Manmad","Onion",2016,0.269955622128812
"1681","Chopda","Black Gram",2015,0.269930932832357
"1682","Osmanabad","Cluster Bean",2015,0.269919633429404
"1683","Wardha","Gram",2016,0.269876472964467
"1684","Dhule","Onion",2015,0.269857242081469
"1685","Aurangabad","Mosambi",2016,0.269612073871103
"1686","Nandurbar","Chillies(Red)",2015,0.269603541720932
"1687","Kada","Onion",2016,0.269484185452007
"1688","Pune","Gram",2014,0.269143485739277
"1689","Murum","Pigeon Pea (Tur)",2015,0.268998205239449
"1690","Chandrapur-Ganjwad","Pumpkin",2016,0.268990125023231
"1691","Ramtek","Shevga",2016,0.268904326746433
"1692","Pune-Manjri","Cluster Bean",2014,0.268901174851349
"1693","Jalgaon","Potato",2015,0.26885523515305
"1694","Pune-Moshi","Capsicum",2016,0.268855183115726
"1695","Satara","Cabbage",2015,0.268844847182523
"1696","Satara","Garlic",2016,0.268831086535462
"1697","Akot","Gram",2016,0.268681490108517
"1698","Kolhapur","Garlic",2016,0.268645989305015
"1699","Kalyan","Cucumber",2015,0.268607116350438
"1700","Rahata","Bitter Gourd",2014,0.268576423871887
"1701","Aurangabad","Wal Bhaji",2015,0.268493121655542
"1702","Amarawati","Chikoo",2015,0.268479906214858
"1703","Pune","Wal Bhaji",2015,0.268431708852255
"1704","Pune-Pimpri","Pavtta",2015,0.268394421515259
"1705","Yeola","Onion",2016,0.268306147271209
"1706","Kalyan","Green Chilli",2014,0.268303200023513
"1707","Kalyan","Guava",2015,0.268291939313463
"1708","Pune","Mula Shenga",2015,0.267971470092361
"1709","Buldhana","Pigeon Pea (Tur)",2015,0.267754836264978
"1710","Chandur Rly.","Pigeon Pea (Tur)",2015,0.267555729532501
"1711","Rahuri-Songaon","Capsicum",2016,0.267553917205721
"1712","Karad","Custard Apple",2015,0.267553917205721
"1713","Ratanagari","Ladies Finger",2014,0.267528947781449
"1714","Kolhapur","Onion",2015,0.267238819387121
"1715","Kamthi","Onion",2016,0.267103076465015
"1716","Shrirampur","Cluster Bean",2015,0.267008952988253
"1717","Raver","Black Gram",2016,0.266936536277522
"1718","Nagpur","Brinjal",2015,0.26677436125988
"1719","Sinner","Onion",2016,0.266655755313033
"1720","Shirur","Pigeon Pea (Tur)",2015,0.266576091947101
"1721","Chalisgaon","Matki",2016,0.266553460117033
"1722","Shrirampur","Tomato",2014,0.266522399708337
"1723","Pune","Bottle Gourd",2016,0.266437804874785
"1724","Solapur","Ladies Finger",2014,0.266191216624677
"1725","Shrirampur","Cluster Bean",2016,0.266107383759381
"1726","Rahuri","Brinjal",2015,0.266014140799649
"1727","Solapur","Onion",2016,0.265909847274081
"1728","Mumbai","Ladies Finger",2016,0.265893965724444
"1729","Nashik","Orange",2016,0.265874398347034
"1730","Satara","Carrot",2016,0.265829322707161
"1731","Akluj","Brinjal",2015,0.265743982699507
"1732","Patan","Bitter Gourd",2015,0.265668022273109
"1733","Rahata","Capsicum",2015,0.265655858545924
"1734","Karad","Cabbage",2016,0.265626891320851
"1735","Karanja","Black Gram",2015,0.265618830708884
"1736","Pune-Moshi","Wal Papdi",2016,0.265587666481405
"1737","Karad","Flower",2016,0.265357810247248
"1738","Satara","Flower",2015,0.264999864986808
"1739","Barshi","Ladies Finger",2014,0.264945804514646
"1740","Aurangabad","Mosambi",2015,0.264927940541667
"1741","Patan","Pavtta",2014,0.264922646546039
"1742","Pandharpur","Brinjal",2016,0.264905845143394
"1743","Jalgaon","Chavli (Shenga )",2015,0.2648947231683
"1744","Aurangabad","Cluster Bean",2016,0.264839474938919
"1745","Shrirampur","Bor",2015,0.264836355623344
"1746","Kamthi","Capsicum",2015,0.264633804443073
"1747","Patur","Pigeon Pea (Tur)",2015,0.26458586506422
"1748","Pandharpur","Math (Bhaji)",2015,0.264566548806067
"1749","Ahmednagar","Cluster Bean",2015,0.264229232850639
"1750","Indapur-Bhigwan","Cowpea",2015,0.264226367249469
"1751","Digras","Black Gram",2016,0.264167587318966
"1752","Pathardi","Pigeon Pea (Tur)",2015,0.264147494806588
"1753","Solapur","Guava",2016,0.264056162149919
"1754","Aurangabad","Garlic",2014,0.264011021246611
"1755","Nandgaon","Onion",2016,0.263952088473328
"1756","Amarawati-Fruit And Vegetables","Mosambi",2016,0.263872527923916
"1757","Nagpur","Onion",2015,0.26383062151774
"1758","Satara","Bottle Gourd",2015,0.263744203270793
"1759","Chandrapur-Ganjwad","Coriander",2014,0.263682037065018
"1760","Pune-Manjri","Ridge Gourd",2015,0.263669331825744
"1761","Dhule","Green Chilli",2016,0.263666935357696
"1762","Umared","Other Pulses",2016,0.263622266247723
"1763","Kolhapur","Lemon",2016,0.263600968485169
"1764","Kolhapur","Apple",2016,0.263583585278248
"1765","Tumsar","Other Cereals",2015,0.263488555322384
"1766","Ahmednagar","Flower",2016,0.263432699003479
"1767","Ahmedpur","Spilt Pigeon Pea",2015,0.263431938089106
"1768","Nashik","Kanda Pat",2015,0.263377144444687
"1769","Pandharpur","Chikoo",2016,0.263336318510852
"1770","Yeotmal","Black Gram",2016,0.263310502176093
"1771","Aurangabad","Cabbage",2015,0.263211450729596
"1772","Tuljapur","Black Gram",2015,0.263203323411801
"1773","Pune-Moshi","Garlic",2016,0.263063848798325
"1774","Mumbai","Split Black Gram",2015,0.263019781541995
"1775","Shevgaon-Bodhegaon","Gram",2014,0.262932097166519
"1776","Vadgaon Peth","Cabbage",2014,0.262850335592373
"1777","Satara","Ladies Finger",2014,0.262659707616233
"1778","Aurangabad","Green-Peas",2015,0.262510606551692
"1779","Mumbai","Garlic",2015,0.262159451492605
"1780","Kamthi","Bottle Gourd",2016,0.262013082646064
"1781","Shrirampur","Custard Apple",2014,0.261986859187988
"1782","Karad","Carrot",2016,0.261895034950454
"1783","Kamthi","Sugarcane",2014,0.261891400439462
"1784","Indapur-Bhigwan","Black Gram",2015,0.261804409908949
"1785","Shirpur","Onion",2015,0.261746587983007
"1786","Solapur","Brinjal",2015,0.261714884082166
"1787","Ramtek","Potato",2016,0.261695854841515
"1788","Jalna","Pigeon Pea (Tur)",2015,0.261601059129387
"1789","Vaduj","Green Gram",2015,0.261519928839588
"1790","Naigaon","Gram",2016,0.261404441666973
"1791","Solapur","Cabbage",2016,0.261321973626222
"1792","Mumbai","Shevga",2014,0.261244988285897
"1793","Kalyan","Bottle Gourd",2015,0.26110583205497
"1794","Pune","Flower",2015,0.261084194333987
"1795","Aurangabad","Orange",2014,0.260874346457173
"1796","Kurdwadi","Tamarind",2015,0.26080165880195
"1797","Chikhali","Black Gram",2015,0.26077645566261
"1798","Barshi","Ground Nut Pods (Dry)",2016,0.260711732350889
"1799","Indapur","Black Gram",2015,0.260652434766193
"1800","Ahmedpur","Paddy-Unhusked",2015,0.26064532538203
"1801","Varud","Orange",2014,0.260609618279358
"1802","Nagpur","Cucumber",2015,0.260600252787152
"1803","Lasalgaon-Niphad","Onion",2016,0.260523580522788
"1804","Vadgaon Peth","Pavtta",2015,0.260471753165197
"1805","Balapur","Pigeon Pea (Tur)",2015,0.26037098199735
"1806","Jalgaon","Chavli (Shenga )",2016,0.26028070298007
"1807","Jalgaon","Flower",2016,0.260226075050004
"1808","Pune-Pimpri","Green-Peas",2016,0.259990317969647
"1809","Akluj","Ladies Finger",2015,0.259836626951418
"1810","Kolhapur","Flower",2016,0.259822914849115
"1811","Ramtek","Spinach",2014,0.259753511456283
"1812","Pune-Manjri","Ladies Finger",2014,0.259490331999832
"1813","Pune-Pimpri","Onion",2016,0.259391775429676
"1814","Kolhapur","Garlic",2015,0.259367024008289
"1815","Barshi","Fodder",2015,0.259277998713908
"1816","Rahata","Lemon",2014,0.259140923602635
"1817","Barshi","Ghevda",2014,0.259126258406531
"1818","Kolhapur","Cluster Bean",2015,0.259104684743526
"1819","Amarawati-Fruit And Vegetables","Brinjal",2016,0.258932764776051
"1820","Lakhandur","Oth.Split Pulses",2016,0.258791785455743
"1821","Patan","Brinjal",2014,0.258673463299262
"1822","Osmanabad","Water Melon",2016,0.258646712373271
"1823","Vaijapur","Onion",2015,0.258643797858434
"1824","Murbad","Bitter Gourd",2015,0.258621947744775
"1825","Kalyan","Curry Leaves",2016,0.25857171419952
"1826","Ramtek","Chillies(Red)",2016,0.25851465753533
"1827","Mumbai-Fruit Market","Litchi",2016,0.258512156562824
