"","APMC","Commodity","Year","V1"
"512","Khed-Chakan","Green Chilli",2016,0.439205802047841
"513","Khed-Chakan","Green-Peas",2016,0.438708267974653
"514","Amarawati","Papai",2016,0.43838239680635
"515","Pandharpur","Capsicum",2016,0.438334567310301
"516","Ramtek","Flower",2016,0.437560439414205
"517","Kalyan","Potato",2015,0.437278903907424
"518","Rahata","Cluster Bean",2015,0.437226991597262
"519","Kolhapur-Malkapur","Brinjal",2016,0.436954932728479
"520","Pune-Moshi","Bitter Gourd",2016,0.436902692572626
"521","Mumbai","Tomato",2014,0.436631492970779
"522","Khed-Chakan","Cucumber",2016,0.436595630189985
"523","Nashik","Lemon",2016,0.436170412277842
"524","Dound","Lemon",2016,0.435610706174199
"525","Barshi","Guava",2014,0.435519055540503
"526","Kolhapur","Peer",2015,0.435142634576337
"527","Kalmeshwar","Methi (Bhaji)",2016,0.435066195455132
"528","Amarawati","Carrot",2016,0.434959283673153
"529","Islampur","Capsicum",2016,0.433988841345775
"530","Pune-Manjri","Custard Apple",2015,0.433988179510695
"531","Patan","Cucumber",2016,0.433359554387112
"532","Akluj","Tomato",2016,0.433217192677404
"533","Mumbai-Fruit Market","Water Melon",2016,0.433118331126633
"534","Patan","Tomato",2016,0.433053104499484
"535","Vadgaon Peth","Methi (Bhaji)",2015,0.433012701892219
"536","Nashik","Coriander",2016,0.432817968230746
"537","Nagpur","Math (Bhaji)",2016,0.432619147562799
"538","Digras","Batbati",2016,0.432583054653732
"539","Osmanabad","Potato",2016,0.432454652244834
"540","Chandrapur-Ganjwad","Capsicum",2016,0.431589492242516
"541","Pune-Pimpri","Squash Gourd",2016,0.430759991136783
"542","Khed-Chakan","Farshi",2016,0.430679819284758
"543","Barshi","Kharbuj",2015,0.430164562983212
"544","Murbad","Brinjal",2015,0.430140841095501
"545","Aurangabad","Awala",2015,0.429893744420596
"546","Rahata","Flower",2015,0.429502749748646
"547","Aurangabad","Fig",2015,0.429071535457861
"548","Nashik","Carrot",2016,0.429067321801128
"549","Pune","Green-Peas",2015,0.428925875720422
"550","Islampur","Cucumber",2016,0.428494184833337
"551","Khed (Shel Pimpalgaon)","Brinjal",2016,0.428324722000221
"552","Kalyan (Cattle Market)","Kalvad",2016,0.427552937461633
"553","Kalyan","Bitter Gourd",2016,0.427238676172599
"554","Vadgaon Peth","Carrot",2015,0.427227511685941
"555","Rahata","Beet Root",2015,0.426752862906725
"556","Gevrai","Black Gram",2015,0.42667896774695
"557","Varud","Orange",2016,0.426251609929836
"558","Mangalwedha","Ladies Finger",2015,0.426178066654143
"559","Manchar","Cucumber",2015,0.426112708571837
"560","Navapur","Coriander",2015,0.425944126752484
"561","Ahmednagar","Spinach",2015,0.42591770999996
"562","Pune-Manjri","Rajgira",2014,0.425833345719156
"563","Ahmednagar","Bottle Gourd",2016,0.425794248558639
"564","Navapur","Cabbage",2016,0.425222510611969
"565","Barshi","Tomato",2015,0.425110437635253
"566","Pune-Manjri","Other Vegetables",2016,0.424863507272652
"567","Manchar","Ghevda",2016,0.424425097335084
"568","Ahmednagar","Carrot",2015,0.424371971866775
"569","Amarawati-Fruit And Vegetables","Papai",2016,0.423804270792264
"570","Kolhapur","Snake Gourd",2015,0.423674120949206
"571","Mumbai","Chavli (Shenga )",2016,0.423465077998723
"572","Panvel","Ghosali(Bhaji)",2014,0.423310456848903
"573","Mumbai","Cucumber",2016,0.423196779702168
"574","Khed","Cucumber",2016,0.422954310293811
"575","Nagpur","Cabbage",2016,0.422635756156677
"576","Chandrapur-Ganjwad","Cabbage",2016,0.422550388755725
"577","Murbad","Bitter Gourd",2016,0.422142805558323
"578","Amarawati-Fruit And Vegetables","Dhemse",2016,0.421752096065306
"579","Karad","Snake Gourd",2015,0.421594618448615
"580","Barshi","Flower",2016,0.421377374007107
"581","Kalyan","Orange",2016,0.421327375451817
"582","Solapur","Flower",2015,0.421290503458967
"583","Solapur","Tomato",2015,0.421138239561777
"584","Nagpur","Green Chilli",2014,0.420466871362331
"585","Nagpur","Garlic",2015,0.420191141893041
"586","Junnar","Onion",2015,0.420118410162854
"587","Mangalwedha","Tomato",2015,0.419952420466446
"588","Kolhapur","Beet Root",2016,0.419232166971262
"589","Manchar","Coriander",2015,0.419220574130407
"590","Devala","Green Peas (Dry)",2015,0.419016772773018
"591","Nagpur","Nolkol",2015,0.418925706576291
"592","Kalamb (Os)","Tamarind",2016,0.418720311275613
"593","Kalmeshwar","Chavli (Shenga )",2015,0.418685719299842
"594","Pune","Garlic",2015,0.418311033197723
"595","Pune-Pimpri","Green Chilli",2016,0.418236098901989
"596","Manchar","Capsicum",2016,0.41793826313623
"597","Aurangabad","Bitter Gourd",2016,0.417467111817771
"598","Parola","Black Gram",2016,0.417360299612536
"599","Patur","Green Gram",2014,0.41721766552268
"600","Shrirampur","Green Chilli",2016,0.417165725176975
"601","Amarawati-Fruit And Vegetables","Cucumber",2016,0.417142615965705
"602","Rahata","Bor",2015,0.416878861872089
"603","Chandrapur-Ganjwad","Garlic",2015,0.415526610325235
"604","Kalyan","Shevga",2016,0.415463087345371
"605","Murbad","Bottle Gourd",2015,0.415390612566348
"606","Chandrapur-Ganjwad","Spinach",2016,0.415209429399659
"607","Murbad","Brinjal",2016,0.415170756485477
"608","Ner Parasopant","Black Gram",2015,0.415090897992821
"609","Karad","Green Chilli",2016,0.41465507096067
"610","Osmanabad","Potato",2015,0.414446521302542
"611","Amarawati","Capsicum",2016,0.41443656296555
"612","Ratanagari","Bottle Gourd",2014,0.414078126210002
"613","Paranda","Onion",2016,0.414015848827606
"614","Mangalwedha","Ladies Finger",2016,0.413749292718761
"615","Rahata","Beet Root",2016,0.413578689980002
"616","Jafrabad","Green Gram",2016,0.413504159096576
"617","Jalgaon","Tomato",2014,0.413118595880262
"618","Akluj","Chillies(Red)",2016,0.412902946369536
"619","Karad","Apple",2014,0.412813241756515
"620","Karad","Math (Bhaji)",2015,0.412653254857207
"621","Manchar","Chavli (Shenga )",2016,0.412639537258361
"622","Kolhapur","Mango",2016,0.412600459940269
"623","Amarawati","Math (Bhaji)",2015,0.412583438975665
"624","Vaijapur","Cowpea",2016,0.412441318570245
"625","Kolhapur","Raddish",2016,0.411973810175152
"626","Pune-Manjri","Cabbage",2014,0.411521377462781
"627","Pimpalgaon Basawant","Tomato",2016,0.411456571597631
"628","Pune-Manjri","Squash Gourd",2016,0.41109394401701
"629","Kolhapur","Small Gourd",2015,0.410915600767792
"630","Pune","Dhemse",2014,0.410744581353316
"631","Solapur","Lemon",2014,0.410363101344589
"632","Kolhapur","Shepu",2016,0.410188507410419
"633","Aurangabad","Chavli (Shenga )",2016,0.409463614195126
"634","Kalmeshwar","Tomato",2015,0.409403422144184
"635","Pandharpur","Ladies Finger",2014,0.409269953292833
"636","Khed (Shel Pimpalgaon)","Cabbage",2016,0.409218221553873
"637","Panvel","Brinjal",2014,0.409096263909436
"638","Navapur","Tomato",2015,0.408972828018323
"639","Chandrapur-Ganjwad","Spinach",2015,0.408945705793293
"640","Karad","Apple",2015,0.408757787201386
"641","Kolhapur","Ladies Finger",2015,0.408752951749657
"642","Pune-Manjri","Methi (Bhaji)",2015,0.408748278066261
"643","Yawal","Onion",2016,0.408621283857252
"644","Pune-Manjri","Guava",2014,0.408341325213055
"645","Nagpur","Green Chilli",2016,0.408282736099232
"646","Aurangabad","Flower",2016,0.40823696101389
"647","Nashik","Brinjal",2015,0.40795205789917
"648","Kalyan","Capsicum",2015,0.407911602925697
"649","Chandrapur-Ganjwad","Cabbage",2014,0.407730269301116
"650","Vadgaon Peth","Green Chilli",2016,0.407617682733414
"651","Ratanagari","Bottle Gourd",2016,0.407310613291471
"652","Chandrapur-Ganjwad","Wal Bhaji",2016,0.406040612034784
"653","Mumbai","Arvi",2015,0.405969949896041
"654","Pune","Shevga",2016,0.405760993000598
"655","Dharmabad","Green Gram",2014,0.405727450936594
"656","Chandrapur-Ganjwad","Brinjal",2016,0.405452815018039
"657","Kalmeshwar","Raddish",2015,0.405341848165968
"658","Ramtek","Squash Gourd",2016,0.404812223893797
"659","Lasalgaon-Niphad","Onion",2015,0.404438869835922
"660","Aurangabad","Carrot",2016,0.404121326850024
"661","Akluj","Green-Peas",2014,0.404061017820884
"662","Newasa-Ghodegaon","Onion",2015,0.403704531006776
"663","Kolhapur","Spinach",2016,0.403545637665318
"664","Nashik","Cucumber",2016,0.403389404272756
"665","Jalgaon","Mango(Raw)",2016,0.403293106903964
"666","Kalyan","Ridge Gourd",2014,0.403201313527648
"667","Parola","Pigeon Pea (Tur)",2016,0.403150036007228
"668","Vaijapur","Black Gram",2016,0.402839874232362
"669","Rahata","Coriander",2016,0.402768199119819
"670","Khed (Shel Pimpalgaon)","Cluster Bean",2015,0.402658748831662
"671","Baramati","Onion",2015,0.402515865484392
"672","Pathari","Pigeon Pea (Tur)",2015,0.401925880823753
"673","Vai","Sorgum(Jawar)",2016,0.401741772281296
"674","Manchar","Flower",2016,0.401597452883376
"675","Karad","Capsicum",2014,0.401505044887631
"676","Panvel","Ladies Finger",2015,0.401432854320707
"677","Solapur","Garlic",2015,0.401054186020858
"678","Panvel","Ghosali(Bhaji)",2016,0.401007337093275
"679","Kolhapur","Capsicum",2016,0.400970737334895
"680","Ramtek","Mango",2016,0.400650487310354
"681","Amarawati","Ladies Finger",2015,0.400556790276592
"682","Solapur","Mula Shenga",2016,0.4003995524144
"683","Nashik","Cucumber",2014,0.400205387288626
"684","Kamthi","Chavli (Pala)",2016,0.399696525709046
"685","Nashik","Raddish",2014,0.39955004801324
"686","Pune","Brinjal",2015,0.399154210756861
"687","Palus","Squash Gourd",2016,0.398918235348191
"688","Amarawati","Math (Bhaji)",2016,0.398821442836119
"689","Solapur","Ridge Gourd",2016,0.398691813403692
"690","Pune-Manjri","Green Chilli",2016,0.398590950829012
"691","Kolhapur","Wal Bhaji",2016,0.398553086493521
"692","Murbad","Ghosali(Bhaji)",2015,0.39846945256693
"693","Manchar","Pavtta",2016,0.398227960578826
"694","Satara","Ghevda",2015,0.398207982187345
"695","Khed (Shel Pimpalgaon)","Shevga",2015,0.397590289777489
"696","Kolhapur","Math (Bhaji)",2016,0.397513550110361
"697","Solapur","Capsicum",2016,0.397483891075681
"698","Pune-Manjri","Methi (Bhaji)",2016,0.397384580283419
"699","Patan","Green Peas (Dry)",2016,0.397359707119513
"700","Palus","Bottle Gourd",2016,0.397327554242208
"701","Barshi","Cluster Bean",2016,0.396727825699275
"702","Nagpur","Orange",2015,0.396612825583489
"703","Kalmeshwar","Bottle Gourd",2016,0.395876259397763
"704","Nashik","Green-Peas",2014,0.395679882636984
"705","Kolhapur","Cabbage",2016,0.395638909175326
"706","Manchar","Walvad",2016,0.395208385279062
"707","Pathari","Bajri",2015,0.394266613905211
"708","Kalyan","Garlic",2015,0.393641744844019
"709","Nagpur","Brinjal",2016,0.393607805954868
"710","Satara","Bitter Gourd",2016,0.393512294269483
"711","Amarawati","Cabbage",2016,0.393362425202007
"712","Khed (Shel Pimpalgaon)","Ladies Finger",2016,0.392983420369568
"713","Pune-Manjri","Green-Peas",2016,0.392557210668115
"714","Navapur","Flower",2016,0.392510192711998
"715","Khed-Chakan","Bitter Gourd",2016,0.392496669029893
"716","Jalgaon","Garlic",2015,0.392162286939318
"717","Mumbai","Green-Peas",2015,0.392068651723205
"718","Pune-Pimpri","Hemp-Seed",2016,0.391934026864574
"719","Khed (Shel Pimpalgaon)","Cucumber",2014,0.391581444263594
"720","Manchar","Farshi",2015,0.39144848470698
"721","Manchar","Carrot",2016,0.391307047608554
"722","Pune-Pimpri","Carrot",2014,0.391165453422345
"723","Mumbai","Snake Gourd",2016,0.390950133897688
"724","Amarawati","Dhemse",2016,0.39067209706401
"725","Pathari","Wheat(Husked)",2015,0.390491940354985
"726","Vai","Green Chilli",2016,0.390347619188721
"727","Chandrapur-Ganjwad","Tomato",2015,0.390321005026579
"728","Nagpur","Flower",2016,0.389986930231137
"729","Jalna","Matki",2015,0.389878902371556
"730","Patan","Ladies Finger",2015,0.389593599202309
"731","Murbad","Bottle Gourd",2016,0.389243226289181
"732","Manchar","Math (Bhaji)",2015,0.389104852475401
"733","Panvel","Bottle Gourd",2016,0.389098697174959
"734","Kolhapur","Brinjal",2016,0.389010446387835
"735","Pune-Pimpri","Shevga",2016,0.388954735321915
"736","Kurdwadi","Chillies(Red)",2015,0.388838596788962
"737","Aurangabad","Cucumber",2016,0.388148980079444
"738","Kalyan","Onion",2015,0.38803558021644
"739","Kalmeshwar","Chavli (Shenga )",2014,0.387708526227313
"740","Akluj","Water Melon",2016,0.387533675446381
"741","Rahata","Capsicum",2016,0.387272668935864
"742","Amarawati","Green Chilli",2016,0.386629240333402
"743","Pimpalgaon (B)-Saykheda","Onion",2015,0.386461673557272
"744","Chandrapur-Ganjwad","Raddish",2015,0.386362337821604
"745","Satara","Shevga",2016,0.385823199977209
"746","Pune-Pimpri","Carrot",2015,0.385731677900118
"747","Ramtek","Brinjal",2014,0.385694607919935
"748","Khed-Chakan","Ghevda",2016,0.385694607919935
"749","Patan","Coriander",2014,0.385694607919935
"750","Patan","Brinjal",2015,0.385454398198312
"751","Akluj","Shevga",2016,0.385433977416762
"752","Chalisgaon","Bitter Gourd",2016,0.385093837502614
"753","Nagpur","Capsicum",2016,0.384831488908312
"754","Manchar","Methi (Bhaji)",2015,0.384793821699088
"755","Chandrapur","Papai",2016,0.384652162221921
"756","Aurangabad","Bitter Gourd",2014,0.384503968526135
"757","Pune-Manjri","Chavli (Shenga )",2015,0.384455201056556
"758","Aurangabad","Ladies Finger",2014,0.384341170249383
"759","Satara","Green-Peas",2015,0.383646649089558
"760","Kalyan","Capsicum",2016,0.383452238139094
"761","Kolhapur","Lemon",2015,0.383100019774447
"762","Ramtek","Capsicum",2015,0.382598376250512
"763","Vadgaon Peth","Ghevda",2016,0.382588345565101
"764","Aurangabad","Flower",2015,0.382564325427027
"765","Pune-Manjri","Pavtta",2015,0.382351028073722
"766","Pune-Manjri","Bitter Gourd",2016,0.381766913056103
"767","Pandharpur","Capsicum",2015,0.381517366060102
"768","Dondaicha","Chillies(Red)",2016,0.381332103866012
"769","Osmanabad","Lemon",2015,0.38118156575662
"770","Ramtek","Chavli (Shenga )",2016,0.38115154807355
"771","Sangamner","Tomato",2016,0.380993555925864
"772","Aurangabad","Carrot",2015,0.380910248635132
"773","Mumbai","Green-Peas",2016,0.38072719053148
"774","Barshi","Tomato",2014,0.380614903820543
"775","Satara","Green-Peas",2016,0.380468290221894
"776","Manchar","Cluster Bean",2016,0.380364179256368
"777","Indapur","Banana",2016,0.380328253548561
"778","Aurangabad","Tomato",2015,0.380193558581555
"779","Ratanagari","Green-Peas",2016,0.380192760404898
"780","Ahmednagar","Ghosali(Bhaji)",2016,0.379913762589294
"781","Amarawati-Fruit And Vegetables","Cabbage",2016,0.37984955028613
"782","Osmanabad","Bitter Gourd",2016,0.379780558892572
"783","Barshi","Ridge Gourd",2015,0.379481240224379
"784","Nashik","Green Chilli",2015,0.378629205363392
"785","Kolhapur","Ghevda",2016,0.37806820356057
"786","Ramtek","Chavli (Pala)",2016,0.377932892013854
"787","Kolhapur","Bitter Gourd",2016,0.377677682904685
"788","Navapur","Methi (Bhaji)",2016,0.377571657613262
"789","Khed (Shel Pimpalgaon)","Bitter Gourd",2014,0.377483165919903
"790","Rahuri","Green Chilli",2016,0.377207927627907
"791","Rahata","Walvad",2015,0.376922597236156
"792","Khed (Shel Pimpalgaon)","Farshi",2015,0.376688213695624
"793","Yawal","Banana",2015,0.376023061331368
"794","Kolhapur","Sweet Potato",2016,0.375934688786637
"795","Amarawati-Fruit And Vegetables","Pumpkin",2016,0.37589239667053
"796","Sangli-Phale Bhajipalam","Pineapple",2016,0.375884757935416
"797","Manchar","Brinjal",2015,0.375859370131186
"798","Vai","Cluster Bean",2016,0.375650477505353
"799","Solapur","Cluster Bean",2015,0.375610914897624
"800","Lasur Station","Onion",2015,0.375571321699795
"801","Barshi","Brinjal",2015,0.375261939384468
"802","Rahuri","Ladies Finger",2016,0.374717921982131
"803","Amarawati","Tomato",2016,0.374708225317649
"804","Mumbai","Brinjal",2015,0.374503705867153
"805","Pandharpur","Coriander",2014,0.374249727443587
"806","Mumbai","Green-Peas",2014,0.374249411861515
"807","Chandrapur","Water Melon",2016,0.37415679327542
"808","Manchar","Bottle Gourd",2016,0.373989400347125
"809","Satara","Pavtta",2016,0.373977755937896
"810","Aurangabad","Mango(Raw)",2016,0.373605788569038
"811","Panvel","Snake Gourd",2016,0.37354896322688
"812","Kamthi","Guava",2015,0.373538089016573
"813","Manchar","Maize(Corn.)",2015,0.373395281131595
"814","Palus","Cucumber",2016,0.373390423168353
"815","Satara","Pavtta",2015,0.373051641191284
"816","Vadgaon Peth","Bottle Gourd",2015,0.372834108721354
"817","Rahata","Garlic",2015,0.372719575368897
"818","Mumbai","Mango",2015,0.3727146988587
"819","Akluj","Lemon",2015,0.372677996249965
"820","Mangalwedha","Ladies Finger",2014,0.372446851651282
"821","Jintur-Bori","Black Gram",2014,0.372364259752167
"822","Pune","Green-Peas",2016,0.372272318447307
"823","Pune-Pimpri","Tomato",2015,0.372242692595576
"824","Aurangabad","Cucumber",2014,0.372193774947456
"825","Kalvan","Matki",2016,0.372161463782393
"826","Nagpur","Spinach",2014,0.372028154736529
"827","Satara","Pavtta",2014,0.371420983294525
"828","Barshi","Mango",2015,0.371409622441419
"829","Nagpur","Mango(Raw)",2015,0.371390580680672
"830","Ratanagari","Sweet Potato",2015,0.371014649812204
"831","Akluj","Ladies Finger",2016,0.370996218199939
"832","Navapur","Brinjal",2016,0.37067241008603
"833","Chandrapur-Ganjwad","Cucumber",2016,0.37052863196803
"834","Vai","Ladies Finger",2015,0.370199555917444
"835","Osmanabad","Carrot",2016,0.370189077213932
"836","Mumbai","Bitter Gourd",2015,0.370001210071087
"837","Pune","Carrot",2016,0.369777095191089
"838","Pune-Manjri","Cluster Bean",2015,0.369413899879514
"839","Kamthi","Chavli (Shenga )",2015,0.369281415122069
"840","Gevrai","Rala",2015,0.369275330045161
"841","Satara","Cluster Bean",2015,0.369085783264858
"842","Amalner","Chillies(Red)",2016,0.369017346127931
"843","Tuljapur","Wheat(Husked)",2016,0.368866734801302
"844","Satara","Ladies Finger",2015,0.368848474360582
"845","Chandrapur-Ganjwad","Math (Bhaji)",2016,0.368725407125972
"846","Anajngaon Surji","Banana",2016,0.368481524493851
"847","Kamthi","Ladies Finger",2015,0.368450176998826
